"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea017AA020244","CML69","ts","LT1b",100,581,0.174061874,1.375,36.45205479,0.130245442,0.394657287,41.17027263,11,7.410958904,8,5.362240358,68.08481892,238.7269657,972.0273973,0.285199532,23.03466656,359.3132431,657.0821918,28.52579567,0.203307027,0.140686626,2.5,33.04109589,0.133614933,0.203729402,28.12768839,5,7.219178082,2,3.758279203,17.64308501,192.6983487,318.5068493,0.09155805,37.49161545,84.01859527,190.0958904,5.070357416,0.218490879
"Ea017AA020245","CML69","ts","LT1b",100,758,0.204862583,1.777777778,43.84931507,0.211847239,0.234638852,36.99632642,16,12.34246575,9,7.837569611,127.6864327,447.1644774,1568.739726,0.285546905,14.39073622,736.4752112,1144.315068,79.51747924,0.281474539,0.116969385,1.666666667,17.38356164,0.14418434,0.317860747,18.50508259,5,2.602739726,3,2.668143125,7.957027585,61.16710452,166.2328767,0.130086713,67.23355377,32.82565644,89.32876712,1.328633727,0.149724192
"Ea017AA020246","CML69","ts","LT1b",100,901,0.278137464,1.571428571,37.82191781,0.211486402,0.262020252,32.80285234,11,9.95890411,7,6.937357227,99.50028148,286.9822668,1024.643836,0.346712299,5.541008508,675.8023303,773.4109589,139.579457,0.263310395,0.095210305,5,27.28767123,0.216903348,0.166754409,24.79181498,5,4.493150685,1,5.37742766,9.528054044,128.0287108,245,0.074421229,107.5166059,36.3195715,121.4246575,1.129357242,0.164658635
"Ea017AA020247","CML69","ts","LT1b",100,1024,0.215119849,1.444444444,40.60273973,0.165757446,0.348318818,36.57142249,13,9.136986301,9,6.061985572,91.78157253,261.3754926,1216,0.351148348,9.754027826,565.9752158,837.4657534,85.85845441,0.225033738,0.090836819,2,22.01369863,0.128591983,0.362391602,21.20114932,2,0.863013699,1,2.726297826,3.122912366,53.78851567,84.73972603,0.058059092,117.5151681,11.66898989,40.89041096,0.347958579,0.039203485
"Ea017AA020248","CML69","ts","LT1b",100,1047,0.228734049,1.6,38.39726027,0.432753617,0.188801228,29.55141633,24,18.10958904,15,12.7884823,189.9971852,539.0161381,2159.232877,0.352488862,9.313683769,1158.434708,1612.09589,173.0889657,0.471637531,0.132262389,3,18.04109589,0.171334813,0.323610158,18.93691886,3,1.452054795,1,3.244553449,5.596359542,59.01979734,100.739726,0.094821734,54.67683961,21.93119938,52.78082192,0.965323203,0.080485953
"Ea017AB020249","CML69","ts","LT1b",75,37,0.203800491,1.625,40.8630137,0.146904283,0.236356621,37.60857438,13,7.465753425,8,5.524860663,100.2336273,254.9570276,1222.383562,0.3931393,14.81021535,590.1338071,921.7123288,62.23490387,0.182701978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AB020250","CML69","ts","LT1b",75,205,0.136991916,1.5,38.7260274,0.174601384,0.24444279,37.04801255,15,8.97260274,10,6.468634253,80.9277538,304.2231188,1439.835616,0.266014477,41.47364045,394.0799883,915.6712329,22.07839059,0.231694376,0.097909713,2.5,22.17808219,0.238960698,0.201969058,21.88666499,5,3.890410959,2,5.23005275,9.023644211,112.852599,230.1506849,0.07995956,98.79206422,36.00938287,117.0684932,1.184998958,0.175416924
"Ea017AB020251","CML69","ts","LT1b",75,321,0.251616537,1.571428571,33.32876712,0.255080328,0.254724647,29.69510242,11,8.191780822,7,7.574636467,79.99418277,264.6158754,896.8082192,0.302303037,7.472478462,518.0762402,655.3972603,87.70814979,0.245787094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AB020252","CML69","ts","LT1b",75,396,0.185595625,1.444444444,35.52054795,0.290083765,0.218795362,28.71347555,13,10.83561644,9,8.329313078,91.73053106,271.3011822,1241.369863,0.338113274,18.8063179,516.3806896,885.630137,47.0921603,0.305052063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AB020253","CML69","ts","LT1b",75,541,0.1636611,1.642857143,36.35616438,0.283222232,0.188921941,30.9667785,23,10.94520548,14,8.770480108,134.4023269,309.0153875,1927.863014,0.434937328,28.33191556,712.2053692,1385.191781,48.89156816,0.301055011,0.092630357,1.5,29.61643836,0.188949126,0.192647743,29.70582816,3,4.356164384,2,5.612890262,8.034715707,179.6471195,214.4520548,0.04472499,113.6802263,30.65139257,105.3287671,0.926535516,0.147086032
"Ea017AC020264","CML69","ts","LT1b",50,582,0.160912645,1.857142857,27.57534247,0.22467444,0.475474768,30.20867527,13,8.342465753,7,6.787117206,53.61550009,205.4367611,858.7945205,0.26098299,25.38302257,288.6669016,571.0273973,22.49643027,0.302533532,0.083219174,1,5.931506849,0.226694997,0.318322981,9.317825813,1,1.917808219,1,2.11230449,0.852317508,8.826796772,25.78082192,0.096560228,173.5521936,3.040591674,11.63013699,0.067012331,0.323325635
"Ea017AC020265","CML69","ts","LT1b",50,779,0.154116676,1.6,26.19178082,0.305312449,0.13133271,25.43350413,16,8.232876712,10,7.76516544,63.15894164,218.6960968,1036.30137,0.288797754,29.61873829,336.8045065,695.630137,23.48615022,0.314330544,0.087976632,4,17.7260274,0.410041343,0.236287953,19.38889123,4,6.383561644,1,7.950246989,5.173015575,113.8345843,144.0547945,0.045443268,135.7976202,19.11611845,69.16438356,0.509319555,0.360123648
"Ea017AC020266","CML69","ts","LT1b",50,831,0.1593089,1.666666667,35.57534247,0.144443271,0.599907214,31.32674234,10,6.561643836,6,4.524937129,44.94164008,192.6793019,746.5479452,0.233245811,24.10158661,236.4339711,472.4109589,19.60082407,0.184443589,0.096486825,2.5,31.16438356,0.150964928,0.119442391,27.51019413,5,2.767123288,2,4.15307448,11.08481892,105.5374367,285.5616438,0.105032103,99.78410971,44.01501883,145.2054795,1.455196422,0.088791209
"Ea017AC020267","CML69","ts","LT1b",50,1010,0.148924022,1.428571429,41.98630137,0.128674626,0.360243207,41.18879255,10,6.657534247,7,5.299952495,59.51473072,242.574498,1002.821918,0.245346198,31.98152811,299.666647,640.5068493,20.02739979,0.158564437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AC020268","CML69","ts","LT1b",50,1059,0.141915882,1.428571429,34.28767123,0.144866516,0.269787026,33.11077525,10,5.547945205,7,4.796642663,50.72039782,184.5512291,878.7808219,0.274830994,37.16448233,254.1665236,570.0821918,15.33943583,0.161805833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AD020269","CML69","ts","LT1b",25,42,0.126589809,1.6,33.15068493,0.128294497,0.344293424,33.39736418,8,4.97260274,5,4.28469805,32.2278101,152.9330081,610.4520548,0.210731552,54.09943813,146.5582683,368.5205479,6.811910819,0.15,0.082819336,1,16.83561644,0.306078856,0.314543405,18.02330229,1,1.123287671,1,5.516551749,2.303809345,48.72949897,68.60273973,0.047277509,163.007769,8.311651117,31.94520548,0.195973515,0.066720911
"Ea017AD020270","CML69","ts","LT1b",25,140,0.11440963,1.5,31.93150685,0.163506869,0.328598012,29.99220593,9,5.643835616,6,4.903931684,31.92719084,167.5210171,710.5479452,0.190586181,60.69457386,144.0224888,400.6986301,6.60188555,0.176748177,0.067105887,1,8.794520548,0.584143752,1.053333333,11.34687727,1,4.917808219,1,6.62820746,1.128729593,33.72799775,42.19178082,0.033465657,271.1842859,3.996904068,18.95890411,0.069911514,0.559190031
"Ea017AD020271","CML69","ts","LT1b",25,245,0.136707264,1.833333333,29.82191781,0.195053519,0.205098111,25.77557317,11,6.356164384,6,5.027616252,38.83242635,142.2367236,692.9315068,0.273012661,40.54588496,193.3065246,450.0958904,11.10090188,0.213137345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea017AD020272","CML69","ts","LT1b",25,407,0.098362355,1.375,28.98630137,0.147606119,0.435558063,32.77344509,11,6.794520548,8,4.837561021,32.97110152,181.0097579,844.9041096,0.182150962,88.94485536,140.0343435,453.1643836,5.094891455,0.234404537,0.091295365,3,35.2739726,0.109394287,0.229751024,34.38561226,3,1.712328767,1,3.761589543,7.893601051,123.0714956,212.5890411,0.064138337,121.150187,30.661472,106.9041096,0.882409778,0.048543689
"Ea017AD020273","CML69","ts","LT1b",25,558,0.134088825,1.5,33.98630137,0.107864607,0.369803622,38.80608786,9,6.438356164,6,4.18580342,38.79564646,204.80456,711.7123288,0.18942765,42.87298563,185.876209,441.2465753,10.29194885,0.189439742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AA020284","NC358","ts","LT1b",100,594,0.147935051,1.666666667,43.73972603,0.140697299,0.406359582,43.9314511,10,6.164383562,6,6.181036495,56.48433102,285.1958153,932.5342466,0.198054558,34.10938703,262.9921462,565.8767123,16.59005809,0.140933292,0.102009535,3,24.19178082,0.164882973,0.304693934,24.79922881,3,2.616438356,1,4.08897057,5.699193094,93.76139989,137.0547945,0.060784002,101.5900228,20.86582654,65.10958904,0.640905349,0.10815402
"Ea018AA020286","NC358","ts","LT1b",100,888,0.123270372,1.6,47.46575342,0.165972347,0.409358921,47.38417748,8,8.342465753,5,7.864463136,44.72114843,349.77538,892.1643836,0.127856765,54.17057905,199.0172269,513.9041096,9.486775269,0.175757576,0.152866894,2,24.21917808,0.407373645,0.071076472,19.57052682,6,9.095890411,3,7.972516838,21.17376619,151.0388441,341.5616438,0.140187555,30.92252666,105.779008,220.260274,7.122971431,0.375565611
"Ea018AA020287","NC358","ts","LT1b",100,957,0.164380668,2.285714286,43.2739726,0.215914502,0.243738391,36.82739108,16,11.5890411,7,7.951567806,90.18577594,323.8026834,1317.315068,0.27852078,28.02615564,449.7709953,870.9452055,31.07615674,0.267806268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AA020288","NC358","ts","LT1b",100,1122,0.14283615,1.833333333,44.24657534,0.152484207,0.278290194,42.06373404,11,7.890410959,6,6.414055137,59.85851004,271.2121411,1023.958904,0.220707339,35.04144636,272.6145172,607.5205479,17.33719955,0.178328173,0.121644522,1.666666667,22.32876712,0.219409576,0.220301743,21.54645027,5,3.438356164,3,4.727497513,11.0003753,108.5794708,217.4520548,0.101311742,64.31108523,43.6130746,114.1232877,1.774550799,0.15398773
"Ea018AB020289","NC358","ts","LT1b",75,61,0.131937293,1.5,40.63013699,0.156579268,0.222337387,41.4423833,12,8.369863014,8,6.489018029,60.45036592,278.1318259,1095.30137,0.217344296,49.38690179,274.5421461,662.3561644,13.41157555,0.206001349,0.113193396,3,25.30136986,0.265440591,0.182050712,21.80272414,6,4.356164384,2,5.787327988,13.13323325,134.6059298,280.7808219,0.097568014,76.77533691,51.77743211,145.6027397,1.896478031,0.172171088
"Ea018AB020290","NC358","ts","LT1b",75,175,0.162763984,1.4,53.83561644,0.069690427,0.263103934,58.12150578,7,5.863013699,5,4.050512552,56.69131169,304.2318446,849.9589041,0.186342464,26.96909531,276.129598,540.0136986,20.02342654,0.108905852,0.087692134,1.5,26.34246575,0.112102734,0.215772389,25.6766546,3,1.657534247,2,2.87842318,6.294426722,91.69131169,176.3287671,0.068648017,138.4721844,24.02449602,87.20547945,0.62976893,0.062922517
"Ea018AB020291","NC358","ts","LT1b",75,231,0.137346624,1.714285714,43.91780822,0.11750679,0.206230631,42.6635064,12,7.602739726,7,5.013251666,64.73972603,253.5892287,1122.369863,0.255293675,42.84199026,308.2768761,714.4520548,16.67644408,0.173112913,0.104575714,2,16.64383562,0.160619619,0.147396529,18.53783109,4,3.917808219,2,2.977539358,5.181084631,53.50234566,120.0273973,0.096838458,92.79853369,19.33401831,58.84931507,0.634162122,0.235390947
"Ea018AB020292","NC358","ts","LT1b",75,420,0.129025884,1.555555556,44.57534247,0.175983574,0.3893922,38.2223983,14,8.452054795,9,6.726514271,68.93319572,314.8162882,1343.876712,0.218963244,41.90285075,315.9317141,779.4109589,18.60042801,0.189612784,0.125926605,4,25.98630137,0.13267225,0.14913511,27.44642414,4,2.671232877,1,3.641378849,10.06361419,83.3801839,189.8082192,0.120695514,64.77001191,39.96203905,101.0136986,1.559575113,0.102793885
"Ea018AB020293","NC358","ts","LT1b",75,458,0.139043197,1.666666667,44.54794521,0.139526229,0.318345564,50.30282724,10,6.506849315,6,7.018563809,52.29367611,351.1419591,943.9452055,0.148924601,35.44847023,236.3359945,541.0410959,15.26274878,0.146063961,0.082788984,2,28.5890411,0.122147674,0.725981806,32.40729107,4,2.04109589,2,3.958475232,7.302871083,105.2837305,215.7808219,0.069363719,152.377831,27.71553966,106.5616438,0.699325113,0.071394346
"Ea018AC020304","NC358","ts","LT1b",50,599,0.116937393,1.571428571,28.17808219,0.234967509,0.320268444,26.85254055,11,8.232876712,7,6.309474569,32.94032652,177.3334584,703.6164384,0.18575359,60.95852691,142.5645888,388.0684932,6.366106808,0.292173068,0.101860108,2,21.7260274,0.224467043,0.50067904,27.43354449,2,4.739726027,1,6.1579266,4.016138112,101.068024,96.89041096,0.039736981,107.4123945,14.53164161,45.4109589,0.422772056,0.21815889
"Ea018AC020305","NC358","ts","LT1b",50,723,0.114458731,1.857142857,43.5890411,0.188160854,0.301976225,41.09705368,13,8.97260274,7,7.732856723,59.14242822,303.0258022,1254.506849,0.195172912,62.30364842,255.722416,711.1643836,11.41449019,0.20584538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AC020306","NC358","ts","LT1b",50,841,0.149932657,1.285714286,40.42465753,0.15451515,0.331212525,39.02167029,9,9.97260274,7,6.029439223,54.90561081,295.7529555,894.0136986,0.185646871,34.27042731,257.8584288,547.4383562,15.97407442,0.246696035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AC020307","NC358","ts","LT1b",50,984,0.124626067,1.285714286,39.67123288,0.136369619,0.540228453,41.98472726,9,7.219178082,7,5.725441254,45.53424658,239.1489961,882.1643836,0.190401161,54.54993642,198.8782725,507.9589041,9.311814779,0.181975138,0.127030755,3,22,0.121814863,0.208668198,24.54797371,3,2.205479452,1,2.990308048,6.02814787,61.24451117,113.0547945,0.098427561,60.56116067,23.0208383,57.68493151,0.952507034,0.100249066
"Ea018AC020308","NC358","ts","LT1b",50,1063,0.164536186,1.4,32.65753425,0.242186361,0.383047029,33.57586993,7,7.082191781,5,8.131617767,37.72415087,204.6848377,557.7260274,0.184303592,28.21677588,173.8785711,336.3835616,11.92140318,0.216862416,0.104195788,2,23.26027397,0.102659176,0.209985735,23.81089387,2,2.849315068,1,2.44440674,5.077500469,59.84528054,119.5205479,0.084843791,92.01017124,19.00818249,58.06849315,0.6311095,0.122497055
"Ea018AD020309","NC358","ts","LT1b",25,60,0.108237724,1.6,33.87671233,0.116512936,0.342770835,33.06037102,8,7.273972603,5,3.851960883,24.75304935,181.1231,561.8356164,0.136664232,73.49068929,105.5983626,310.5479452,4.225677405,0.214718965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AD020310","NC358","ts","LT1b",25,201,0.121385772,1.4,35.38356164,0.100996065,0.329951275,36.27653614,7,3.02739726,5,3.663787401,26.90242072,137.2590542,535.6027397,0.195997422,58.54692581,121.1840162,317.7808219,5.427796891,0.085559427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AD020311","NC358","ts","LT1b",25,315,0.148389089,2.75,21.47945205,0.550678689,0.506809264,17.72090265,11,12.65753425,4,9.758523442,26.25445675,199.8889097,467.0547945,0.13134524,29.06424172,125.0634433,268.2739726,9.230379211,0.589285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AD020312","NC358","ts","LT1b",25,372,0.13779504,1.75,39.36986301,0.158239587,0.676334737,44.24430788,7,8.97260274,4,7.001200998,34.29911803,312.32614,610.4794521,0.109818275,44.05881689,146.2357879,337.8082192,7.667210403,0.227905358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea018AD020313","NC358","ts","LT1b",25,555,0.116279277,2,30.68493151,0.172137217,0.424254727,33.09337532,10,6.863013699,5,5.696601544,29.90973916,169.0627698,626.0958904,0.176914996,62.96034914,122.8866334,336.3972603,5.343001823,0.223660714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea019AA020324","B97","nss","LT1b",100,602,0.24751776,2,36.71232877,0.205146605,0.352861375,30.87923062,10,9.547945205,5,6.334769338,83.0607994,268.669544,874.1369863,0.309155992,9.0761467,520.5019888,669.369863,73.75044555,0.260074627,0.101507799,2.5,18.21917808,0.304788246,0.160971379,16.09035324,5,6.328767123,2,4.904150542,7.256520923,95.23803716,180.3150685,0.076193516,88.07383543,29.23797213,91.68493151,1.041000781,0.347368421
"Ea019AA020325","B97","nss","LT1b",100,764,0.262067441,1.5,36.46575342,0.264500661,0.307373037,29.53598813,12,9.328767123,8,7.812288374,120.6935635,296.6503096,1082.493151,0.406854669,9.232978486,753.1361414,914.7671233,99.07605922,0.25582269,0.104104856,5,24.47945205,0.160251607,0.216220238,24.45821254,5,2.342465753,1,3.919467874,8.977481704,92.4563708,209.4657534,0.097099655,89.75032119,36.61672501,111.9589041,1.247448506,0.095691102
"Ea019AA020326","B97","nss","LT1b",100,823,0.22045152,1.4,37.1369863,0.239645999,0.229580065,30.93880067,14,9.191780822,10,7.414359789,117.4376056,242.1246951,1326.69863,0.485029441,11.60449515,707.805391,1022,88.06932025,0.247510144,0.134837818,3,26.56164384,0.159057949,0.082300401,19.94764553,6,4.342465753,2,3.172831584,15.20435354,89.07243385,267.2191781,0.170696509,49.15564608,68.90842849,162.6712329,3.309309222,0.163486333
"Ea019AA020327","B97","nss","LT1b",100,921,0.279636126,1.5,37.67123288,0.136190198,0.299975756,36.73567356,9,7.246575342,6,5.003038647,87.57590542,234.0959842,818.6849315,0.374102553,7.080528164,580.7625557,661.0821918,93.36622586,0.192363636,0.158543572,1,12.24657534,0.246363071,0.430379747,13.58529414,1,0.136986301,1,3.346914785,2.415087258,22.17554888,36.15068493,0.108907665,49.5652639,8.474171434,17.01369863,0.34325851,0.011185682
"Ea019AA020328","B97","nss","LT1b",100,1107,0.140625686,1.5,42.67123288,0.102256931,0.326442913,40.61172439,9,5.315068493,6,4.152830289,48.03171327,239.0335898,830.6575342,0.200941271,38.12024948,216.6942931,490.4931507,12.86699739,0.124558588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea019AB020329","B97","nss","LT1b",75,43,0.175361671,1.454545455,30.43835616,0.268920086,0.162527956,29.29125399,16,9.369863014,11,7.877006536,83.93113154,244.8711766,1207.616438,0.342756272,20.6377055,455.0557374,826,40.02382919,0.307830783,0.102671747,1.666666667,28.4109589,0.126007949,0.124820184,27.21278379,5,2.191780822,3,3.429027059,11.11934697,95.23616063,261.6438356,0.116755515,93.44073561,44.9143737,139.2465753,1.490212747,0.077145612
"Ea019AB020330","B97","nss","LT1b",75,206,0.169282017,1.363636364,41.98630137,0.14964226,0.323663131,41.61506541,15,8.602739726,11,6.227372441,110.0335898,318.665791,1591.150685,0.345294641,22.89421772,579.0374112,1088.794521,47.55762061,0.204893964,0.097907014,2,25.17808219,0.143348541,0.165257617,24.91141287,4,2.575342466,2,3.571014683,8.10414712,85.45252393,202.0958904,0.094838008,101.1408976,30.77946308,100.0684932,0.989396926,0.102285093
"Ea019AB020331","B97","nss","LT1b",75,247,0.165364939,1.384615385,39.82191781,0.222292909,0.193491275,33.68511817,18,8.191780822,13,7.487962907,124.9731657,305.5293676,1779.136986,0.409038145,26.92733375,666.5161693,1282.972603,47.6457348,0.205710354,0.091796415,3,21.50684932,0.145603278,0.259175789,22.71847033,3,1.712328767,1,3.307883741,4.285044098,57.57956465,113.6027397,0.074419529,127.660346,15.45042915,53.57534247,0.41967098,0.079617834
"Ea019AB020332","B97","nss","LT1b",75,349,0.233367405,1.571428571,39.82191781,0.125541165,0.347071694,37.4855385,11,7.890410959,7,4.705978185,87.02401952,249.4428598,984.8767123,0.348873564,10.23892917,531.5303597,725,70.80818591,0.198142415,0.103458908,6,24,0.130783844,0.108258929,20.96386181,6,3.452054795,1,2.741734426,9.831300432,69.21570651,229.7808219,0.142038577,94.8115972,39.78226067,122.3972603,1.290952414,0.143835616
"Ea019AB020333","B97","nss","LT1b",75,525,0.211188388,1.375,42.69863014,0.132715563,0.354832264,42.74008883,11,8.630136986,8,5.672274963,100.012948,302.0158566,1143.534247,0.331151315,15.35564643,554.4773826,835.7260274,54.42467245,0.202117421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea019AC020344","B97","nss","LT1b",50,579,0.133974052,1.375,34.68493151,0.153390654,0.389688084,34.58778392,11,7.109589041,8,5.305442778,50.47232126,232.7126102,949.1780822,0.21688692,41.93706265,231.6173876,550.3013699,13.12207711,0.204976303,0.083636754,4,9.342465753,0.17676557,0.177312775,9.808770921,4,1.616438356,1,1.733852987,2.131169075,12.16654157,62.35616438,0.175166383,162.2872195,7.69541208,29.28767123,0.180468131,0.173020528
"Ea019AC020345","B97","nss","LT1b",50,773,0.180916855,1.714285714,25.75342466,0.342225332,0.32342802,24.07568364,12,15.52054795,7,8.239308818,52.4942766,247.8767123,745.0136986,0.21177575,19.99108971,298.8987879,525.890411,26.30624036,0.602659575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea019AC020346","B97","nss","LT1b",50,881,0.145316618,2,24,0.15717245,0.20208901,24.93489882,4,2.97260274,2,3.919079136,14.33120661,85.53724901,238.109589,0.167543459,39.89329688,66.20872258,145.0273973,3.635382598,0.123858448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea019AC020347","B97","nss","LT1b",50,990,0.127748582,2.5,35.24657534,0.184679048,0.124900359,27.71514097,15,5.95890411,6,5.118405859,51.98198536,196.9757928,981.1232877,0.263900374,50.75443135,248.2663169,618.6027397,12.18815231,0.16906335,0.122884309,1,17.46575342,0.200359735,0.34767642,20.73465008,1,1.123287671,1,4.154388994,3.491461813,57.00112591,69.01369863,0.061252506,76.69208219,12.41713881,32.16438356,0.419396405,0.064313725
"Ea019AC020348","B97","nss","LT1b",50,1135,0.130616593,2,40.42465753,0.098690198,0.283084321,37.27573748,10,6.136986301,5,3.678749911,44.85269281,186.5176393,831.9452055,0.240474268,48.89742184,209.9893919,511.739726,10.46557685,0.151812945,0.107725907,3,24.09589041,0.103245223,0.1267896,23.81458619,6,3.438356164,2,2.458742272,10.75455057,90.15115406,243.3972603,0.119294652,78.47496883,45.60936142,134.7671233,1.717326242,0.142694713
