"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea021AB020411","Tx303","mixed","LT1b",75,240,0.138575823,1.4,39.46575342,0.237706215,0.292642661,37.70917904,21,9.931506849,15,8.963706231,115.3565397,321.381216,2049.589041,0.358939894,36.60450761,569.6807262,1308.561644,35.74864762,0.251648733,0.094964936,4,22.06849315,0.217774345,0.090929966,20.60143643,8,4.602739726,2,4.486464322,10.13023081,84.05601426,263.9863014,0.12051762,114.7581721,38.82930442,130.1506849,1.134129993,0.208566108
"Ea021AB020412","Tx303","mixed","LT1b",75,413,0.165160778,1.785714286,32.42465753,0.373922417,0.172709117,29.1585388,25,14.56164384,14,10.9030313,127.444361,381.419028,1921.342466,0.334132153,23.74093743,680.2286901,1310.986301,55.22049435,0.449091677,0.10731584,2.5,23.54794521,0.194402298,0.174444948,21.84539976,5,4.561643836,2,4.246795917,12.24863952,92.20407206,278.2739726,0.132842718,84.26763313,47.86040195,141.9589041,1.684619573,0.193717278
"Ea021AB020413","Tx303","mixed","LT1b",75,511,0.234630063,1.363636364,34.90410959,0.224489223,0.400146971,31.92640725,15,9.246575342,11,7.167134368,124.180334,275.3577594,1308.205479,0.450978154,11.06419858,731.0839195,991.8219178,89.64245449,0.264913658,0.091275804,5,19.32876712,0.232157015,0.110917538,17.3352124,5,4.917808219,1,4.024491164,5.917995872,56.59832989,156.9726027,0.104561316,126.887201,22.54337344,78.61643836,0.619577371,0.254429483
"Ea021AC020424","Tx303","mixed","LT1b",50,585,0.157424111,1.5,33.23287671,0.177786635,0.320533777,33.76246743,12,8.164383562,8,6.002515481,60.32764121,230.5396885,953.8219178,0.261680067,28.3969467,301.0191486,608.6575342,21.43390769,0.245671888,0.089423525,3,23.42465753,0.15104379,0.343134372,28.04516861,3,2.123287671,1,4.236048563,4.771626947,91.55000938,131.9041096,0.052120442,128.1641251,17.5755858,62.56164384,0.48813694,0.090643275
"Ea021AC020425","Tx303","mixed","LT1b",50,707,0.152471291,1.571428571,32.87671233,0.178249754,0.332651788,32.14110793,11,6.753424658,7,5.729144569,50.82623381,209.2172077,827.3287671,0.242935246,31.76207108,252.2572512,526.630137,16.58047221,0.205416667,0.108172273,2,8.520547945,0.139408157,0.618403248,9.297056363,2,1.369863014,1,1.296085497,1.549634078,9.124788891,34.64383562,0.169826842,95.44330855,5.567678461,16.38356164,0.17165752,0.160771704
"Ea021AC020426","Tx303","mixed","LT1b",50,809,0.159561235,1.333333333,37.20547945,0.178347912,0.333582126,37.03032662,12,9.561643836,9,6.604281437,75.45205479,305.5867893,1161,0.246908759,28.49441361,380.3451879,758.7534247,26.62814666,0.256995582,0.107087442,5,25.30136986,0.11047648,0.158208955,24.24470224,5,4.356164384,1,2.678469369,8.314505536,90.69356352,189.630137,0.091676909,82.68157908,33.97432861,100.9863014,1.221388156,0.172171088
"Ea021AC020427","Tx303","mixed","LT1b",50,939,0.169129635,1.375,41.01369863,0.133572396,0.234685509,39.05035606,11,5.547945205,8,5.216049613,80.00694314,232.6147495,1132.890411,0.343946131,25.37109602,427.2454303,804.0958904,31.69338407,0.135270541,0.137969669,1,17.08219178,0.139517934,0.625994695,21.18217366,1,0.410958904,1,2.955293104,3.018202289,43.85897917,52.98630137,0.068816063,62.64704085,10.91923883,25.19178082,0.402122438,0.024057739
"Ea021AC020428","Tx303","mixed","LT1b",50,1080,0.174233533,1.285714286,33.36986301,0.120693235,0.304699692,35.06949821,9,6.780821918,7,4.232651176,52.20041284,187.9832989,716.739726,0.277686439,24.87144098,269.4713888,492.3013699,19.79384187,0.20320197,0.097337642,4,16.53424658,0.241471082,0.224710008,18.58177818,4,2.068493151,1,4.486962086,4.822856071,69.31234753,122.4109589,0.069581485,103.8833589,19.01794937,62.19178082,0.59866933,0.125103563
"Ea021AD020430","Tx303","mixed","LT1b",25,118,0.116597617,1.375,33.06849315,0.151684188,0.369195831,35.46636337,11,6.780821918,8,5.379686527,39.96190655,194.1428974,836.0136986,0.205837592,64.07509188,169.4172844,462.5068493,7.21820033,0.205053853,0.105450314,1,14.57534247,0.269822628,0.598562628,18.22564797,1,0.301369863,1,4.917692233,2.002814787,42.19084256,46.01369863,0.047470367,107.9850216,7.065835167,21.32876712,0.197515978,0.020676692
"Ea021AD020431","Tx303","mixed","LT1b",25,327,0.171887523,1.8,28.93150685,0.13250259,0.425812649,30.6730995,9,5.917808219,5,4.064265123,41.65059111,161.8154438,579.1643836,0.257395649,26.72678251,208.565977,386.2328767,14.451155,0.204545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea021AD020432","Tx303","mixed","LT1b",25,449,0.1640808,1.5,38.90410959,0.07681757,0.546518072,41.71713707,6,4.643835616,4,3.204609108,36.76543442,174.0477576,538,0.211237622,28.89190183,177.3587188,344.0684932,11.9088212,0.119366197,0.099960214,2,22.68493151,0.109816403,0.33602812,24.63662699,2,0.876712329,1,2.705505767,4.468005254,60.97213361,109.109589,0.073279464,108.3865228,16.30827307,51.93150685,0.479132511,0.038647343
"Ea021AD020433","Tx303","mixed","LT1b",25,480,0.119070309,1.875,31.06849315,0.217281516,0.179761427,29.95942663,15,7.863013699,8,6.509629624,46.93694877,199.1483393,949.9589041,0.235688377,59.70131983,210.775864,563.4657534,9.438078673,0.25308642,0.093703885,3,20.2739726,0.188670565,0.17228828,18.04687853,3,2.232876712,1,3.404914773,5.033965097,61.56793019,133.6164384,0.081762779,111.1461801,19.48146662,66.17808219,0.595414814,0.110135135
"Ea022AA020444","HP301","popcorn","LT1b",100,595,0.299605487,1.8,40.42465753,0.128127301,0.361012592,37.63633623,9,7.383561644,5,4.822242166,82.31600676,224.341809,740.2328767,0.366922274,6.099233371,539.3167082,572.9863014,93.94398715,0.182649949,0.124430868,4.5,23.26027397,0.197948397,0.080320177,17.2315629,9,4.383561644,2,3.41096025,14.39801088,65.4066429,281.3424658,0.220130712,56.33084331,62.81887819,160.6986301,2.852764501,0.188457008
"Ea022AA020445","HP301","popcorn","LT1b",100,702,0.193883147,1.555555556,39.95890411,0.193411377,0.332348597,34.63620429,14,8.630136986,9,6.699035962,104.2940514,302.8758679,1292.589041,0.344345861,17.25834778,564.4622132,926.7123288,53.69646856,0.215975317,0.125650405,3,14.5890411,0.358962341,0.207554226,15.17230569,3,2.95890411,1,5.446286366,4.659598424,55.56239445,89.67123288,0.083862448,66.56865836,17.44977658,44.20547945,0.66405844,0.202816901
"Ea022AA020446","HP301","popcorn","LT1b",100,870,0.22923607,1.8,42.36986301,0.146750808,0.601018602,40.29047775,9,7.780821918,5,5.912660151,67.58847814,219.3738975,715.739726,0.308097175,13.45714171,365.8346422,507.9863014,37.7484545,0.183640479,0.14109966,4,20.83561644,0.364738012,0.188151293,20.27187127,4,2.835616438,1,7.393922024,9.21523738,91.97438544,157.1780822,0.10019352,47.32966619,37.35069676,84.26027397,1.780284561,0.136094675
"Ea022AA020447","HP301","popcorn","LT1b",100,920,0.162933536,1.666666667,33.7260274,0.172013929,0.25152424,30.93759677,10,5.821917808,6,5.321697577,50.76749859,175.843404,771.8493151,0.288708575,25.66392179,266.2779939,520.2054795,20.26991368,0.172623883,0.114247831,2,24.04109589,0.128588116,0.081513261,19.22306297,6,2.506849315,3,2.471857458,12.76130606,66.75342466,268.1369863,0.191170807,70.20804168,54.53127846,151.9315068,2.164018583,0.104273504
"Ea022AA020448","HP301","popcorn","LT1b",100,1068,0.186686958,1.571428571,35.65753425,0.361786705,0.146000626,29.41206762,22,13.5890411,14,10.64089502,146.36611,353.8870332,1832.506849,0.413595572,21.54990643,794.5873992,1354.808219,62.86840378,0.381098732,0.098188945,3.5,23.4109589,0.195577974,0.294161398,21.48300164,7,5.452054795,2,4.201601933,11.34471758,100.9709139,288.2191781,0.112356293,100.722865,44.11538832,143.0136986,1.41987322,0.232884728
"Ea022AB020449","HP301","popcorn","LT1b",75,2,0.185902689,1.428571429,35.76712329,0.241505385,0.301691639,32.02383834,10,10.16438356,7,7.733929395,64.03321449,240.8456558,822.369863,0.265868256,22.04481798,323.2008905,553.3972603,25.103281,0.284182306,0.124728479,3,17.45205479,0.2131287,0.139440944,17.33168039,6,4.04109589,2,3.693878502,9.524676299,60.9502721,186.0273973,0.156269627,59.18003622,37.85340436,96.60273973,1.632353508,0.23155416
"Ea022AB020450","HP301","popcorn","LT1b",75,195,0.153010401,1.375,48.04109589,0.12386152,0.380508311,50.18685117,11,8.191780822,8,6.216219693,78.78626384,326.8707074,1261.09589,0.241031888,31.36321094,376.1679423,782.5479452,24.9511425,0.170516111,0.122506975,1,16.65753425,0.21317252,0.496943231,19.46974884,1,1,1,4.150415416,2.559954963,38.68699568,50.23287671,0.066170942,81.39680784,9.036466602,23.47945205,0.288456669,0.060032895
"Ea022AB020451","HP301","popcorn","LT1b",75,252,0.138361319,2,43.30136986,0.164648031,0.202972164,39.00889132,12,9.904109589,6,6.422737126,59.33965097,302.7226497,1042.150685,0.196019859,40.38119127,284.8668771,655.3561644,16.22924297,0.228725087,0.100813392,5,27.67123288,0.153060838,0.145746165,25.36263403,5,3.917808219,1,3.882026019,8.981422406,85.21711391,219.4657534,0.105394586,96.46523724,35.6412401,112.5342466,1.166578239,0.141584158
"Ea022AB020452","HP301","popcorn","LT1b",75,408,0.191006525,1.428571429,41.78082192,0.134222372,0.272176711,35.23400832,10,6.863013699,7,4.729192164,70.61062113,228.497279,939.1232877,0.309021715,17.40909012,386.7869068,644.5753425,37.02521717,0.164262295,0.126798933,2,27.35616438,0.176228923,0.149245197,25.23056277,4,3.054794521,2,4.446354902,12.24563708,120.7480766,230.9726027,0.101414759,54.9851979,54.835961,137.6575342,2.503538034,0.111667501
"Ea022AB020453","HP301","popcorn","LT1b",75,561,0.204987902,1.555555556,38.50684932,0.214597482,0.191996138,36.77776595,14,9.287671233,9,7.892415962,101.8207919,325.6802402,1310.027397,0.312640373,13.63826112,587.9614882,913,66.94401815,0.241195304,0.107867566,2,30.10958904,0.129951458,0.09726493,25.62509251,6,3.328767123,3,3.330018126,15.07487333,106.9164008,339.5479452,0.140996828,78.22085126,62.94736869,185.7534247,2.374730288,0.11055505
"Ea022AC020464","HP301","popcorn","LT1b",50,618,0.17096618,1.5,22.97260274,0.327854685,0.266500178,19.81418516,12,8.082191781,8,6.496173436,37.48414337,134.7053856,631.7534247,0.278267593,16.4344193,208.8533376,388.8493151,23.66066655,0.351818724,0.092879818,2,18.42465753,0.265938923,0.42248062,18.99335968,2,1.260273973,1,5.05107362,3.647776318,51.68314881,97.01369863,0.070579607,125.6907525,13.2025233,45.24657534,0.359983328,0.068401487
"Ea022AC020465","HP301","popcorn","LT1b",50,697,0.102286232,1.428571429,37.80821918,0.107182515,0.530124183,39.32400838,10,5.260273973,7,4.214846104,37.08275474,176.0457872,888.3835616,0.210642671,88.14098438,153.4560563,477.5479452,5.418001042,0.139130435,0.080727079,3,8.589041096,0.315447503,0.150707291,8.368444209,3,2.904109589,1,2.639804831,2.011446801,17.82257459,61.65753425,0.112859497,167.4334376,7.344313998,28.95890411,0.172957711,0.338118022
"Ea022AC020466","HP301","popcorn","LT1b",50,896,0.219533232,1.428571429,39.5890411,0.142232612,0.339055219,35.97468823,10,7.246575342,7,5.116773878,78.70088197,262.5989867,943.1506849,0.299699869,12.27884978,472.4146378,684.9726027,55.78475304,0.183044983,0.104897707,2,28.2739726,0.118949162,0.182500816,25.78496786,4,1.945205479,2,3.067100314,8.344905236,77.98583224,195.6986301,0.107005401,82.21232235,32.69275544,99.20547945,1.20669842,0.06879845
"Ea022AC020467","HP301","popcorn","LT1b",50,1009,0.179047877,3,19.64383562,0.490256446,0.126423571,17.36504712,6,7.904109589,2,8.513326278,14.502158,105.0595797,228.260274,0.138037465,19.6642518,83.06440321,147.6712329,7.509628864,0.40237099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea022AC020468","HP301","popcorn","LT1b",50,1057,0.10844817,2,41.09589041,0.107712498,0.509600127,40.06680441,6,5.136986301,3,4.31569557,21.90579846,176.3552261,493.6575342,0.124214059,73.60492506,88.74067576,260.4657534,3.538700069,0.125,0.093773299,3,22.56164384,0.239593257,0.203668414,25.95404936,3,7.808219178,1,6.218415218,5.314130231,118.8510039,138.4383562,0.04471254,116.6856451,20.38372607,69.19178082,0.592975947,0.346083789
"Ea022AD020469","HP301","popcorn","LT1b",25,79,0.128529892,1.75,28.02739726,0.15234564,0.285260395,28.95099752,7,5.438356164,4,4.410558238,22.62450741,134.6735785,444.9726027,0.167995145,46.78062014,102.8997079,254.8356164,5.447461271,0.194037146,0.086512697,1,8.794520548,0.350763893,1.266666667,13.71107048,1,2.95890411,1,4.809348457,1.300431601,30.81994746,36.87671233,0.042194478,165.8572392,4.553373977,16.75342466,0.101011115,0.336448598
"Ea022AD020470","HP301","popcorn","LT1b",25,226,0.140906423,1.75,34.26027397,0.140581045,0.408071217,30.97056555,7,5.205479452,4,4.353874461,29.97935823,193.3588853,543.4794521,0.155045154,36.23160978,143.8740032,325.0136986,8.970445988,0.151939224,0.153589367,2,8.534246575,0.201616673,0.488009592,11.02370536,2,1.534246575,1,2.222562796,2.287295928,16.86141865,35.82191781,0.135652638,43.75637134,8.20275885,17,0.388514849,0.179775281
"Ea022AD020471","HP301","popcorn","LT1b",25,305,0.145822939,1.4,32.49315068,0.157635188,0.350870827,34.04951928,7,5.219178082,5,5.367402381,29.46218803,166.5146369,518.2328767,0.176934524,32.32016619,140.1835793,306,9.467773098,0.160623946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea022AD020472","HP301","popcorn","LT1b",25,352,0.138812522,1.5,35.12328767,0.09038092,0.214170877,35.18412563,6,4.589041096,4,3.179973652,27.40288985,116.747326,469.9863014,0.234719636,43.74119334,126.3234227,289.6712329,6.622389805,0.130655226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea022AD020473","HP301","popcorn","LT1b",25,548,0.12576374,1.5,36.67123288,0.190845134,0.833499226,37.15595488,9,7.438356164,6,7.091033203,41.10958904,235.2319384,796.7123288,0.174761936,53.38454102,179.4558774,454.2054795,8.508183657,0.202838999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea023AA020484","Ki11","ts","LT1b",100,597,0.307928395,1.555555556,28.79452055,0.37270622,0.178576161,26.58892539,14,12.21917808,9,9.909857863,124.8729593,260.5910114,1002.972603,0.479191353,5.980177728,825.1003922,852.9178082,142.6241572,0.424357755,0.109641636,2,21.91780822,0.178252874,0.187598736,20.64690737,6,4.02739726,3,3.680370579,10.80465378,82.74544943,247.7945205,0.130577015,73.34660515,42.56544745,123.5753425,1.68481339,0.18375
"Ea023AA020485","Ki11","ts","LT1b",100,727,0.232217038,1.3125,33.1369863,0.395307835,0.205678905,27.66963912,21,13.79452055,16,10.93802513,169.5413774,329.1320135,1739.630137,0.515116641,11.78876875,1029.458662,1411.123288,119.7006505,0.416287722,0.115017002,5,21.19178082,0.212846756,0.186278196,20.59240271,5,3.191780822,1,4.383026121,8.029836742,79.42963032,168.109589,0.101093719,74.11199565,31.23828886,86.45205479,1.166505557,0.150614092
"Ea023AA020486","Ki11","ts","LT1b",100,886,0.337997568,1.363636364,30.06849315,0.376336208,0.31972942,26.21069298,15,11.90410959,11,9.864032792,132.1763933,261.3297054,1079.205479,0.505784037,4.201914475,939.3305633,884.6164384,210.5269976,0.395899772,0.09229251,1.666666667,31.02739726,0.126750486,0.179074253,32.28998398,5,4.876712329,3,4.092771147,12.68530681,146.0337774,334.2739726,0.086865567,115.83118,48.54799316,167.4383562,1.44553786,0.157174393
"Ea023AA020487","Ki11","ts","LT1b",100,956,0.286219899,1.461538462,31.35616438,0.440582545,0.196570297,25.78640372,19,12.5890411,13,11.36103939,183.4291612,321.9589979,1493.931507,0.569728327,7.076830746,1189.832918,1323.232877,186.9809982,0.401485365,0.232131811,1,11.54794521,0.244060613,0.569688769,13.01611228,1,0.369863014,1,3.176720338,3.376055545,20.50853819,35.68493151,0.164617074,22.57464693,11.57830828,15.87671233,0.703298368,0.03202847
"Ea023AA020488","Ki11","ts","LT1b",100,1042,0.279825588,1.7,34.47945205,0.294254673,0.226881771,29.681607,17,11.8630137,10,8.733951565,142.28617,311.6892475,1300.465753,0.456500092,6.906370682,939.322247,1068.506849,154.7132204,0.344060389,0.115798202,2,20.46575342,0.239566411,0.29564479,21.50028525,6,4.260273973,3,5.150746164,13.10827547,108.3144117,275.6849315,0.121020604,66.44272577,53.15830502,146.1232877,2.199236801,0.208165997
"Ea023AB020489","Ki11","ts","LT1b",75,92,0.23543488,1.384615385,31.32876712,0.327874982,0.192136232,27.67746644,18,11.50684932,13,9.0747488,142.0035654,292.7747232,1416.410959,0.485026726,11.345562,872.4515512,1179.561644,103.9667884,0.367293398,0.117297831,5,18.75342466,0.251932756,0.152736613,16.91766163,5,4.616438356,1,4.262113125,7.503283918,54.27875774,156.4657534,0.138236103,68.06186412,29.44987239,79.91780822,1.174193644,0.246165084
"Ea023AB020490","Ki11","ts","LT1b",75,228,0.228714866,1.384615385,35.69863014,0.345028655,0.220990277,28.46989508,18,11.46575342,13,9.822929607,141.8934134,327.5697129,1519.30137,0.433170125,11.07306802,854.1340548,1188.726027,107.3529058,0.321181888,0.115915488,3,22.60273973,0.220875986,0.140056022,21.23842124,6,5.575342466,2,4.691057226,11.94501783,110.7068868,249.8767123,0.107897694,68.90759852,48.6925808,133.7123288,1.940458406,0.246666667
"Ea023AB020491","Ki11","ts","LT1b",75,239,0.211761191,1.307692308,35.24657534,0.301436252,0.247371308,32.62693433,17,11.10958904,13,9.834940792,131.0570464,336.7782886,1527.328767,0.389149333,14.29032665,745.9652476,1121.30137,78.46576198,0.315196269,0.113953021,3.333333333,23.64383562,0.280527685,0.058112112,18.00012537,10,6.260273973,3,5.049533495,19.42765997,133.1798649,410.6438356,0.145875354,70.64575875,85.81066474,239.6986301,3.392965613,0.264774044
"Ea023AB020492","Ki11","ts","LT1b",75,434,0.316906453,1.666666667,32.78082192,0.196704649,0.233529463,30.93169331,10,6.684931507,6,6.084407859,86.07900169,213.5618315,741.9178082,0.403063605,5.084002068,580.415905,582.9863014,114.6707444,0.203928124,0.152047586,2.666666667,22.47945205,0.19304476,0.058581637,17.20567149,8,4.232876712,3,3.321464731,21.58491274,72.38393695,334.9452055,0.298200314,35.86063073,102.73865,215.0821918,5.997724731,0.188299817
"Ea023AB020493","Ki11","ts","LT1b",75,512,0.268895414,1.636363636,35.09589041,0.333297848,0.208440486,30.84568002,18,13.65753425,11,10.28079877,164.5494464,326.111747,1492.328767,0.504579942,7.376468404,1032.967723,1222.794521,165.7696412,0.389149102,0.124263915,1.6,21,0.18373775,0.360487248,18.92132522,8,4.02739726,5,3.476561713,17.96716082,86.15171702,354.3287671,0.208552556,56.54785765,76.37138419,195.630137,3.45954993,0.191780822
"Ea023AC020504","Ki11","ts","LT1b",50,598,0.195561324,1.555555556,34.09589041,0.185541928,0.245768419,34.41406961,14,8.219178082,9,6.385252834,85.45017827,252.5273973,1070.328767,0.338379832,17.31062455,467.0420795,760.1917808,43.91475182,0.241060667,0.160318708,3,31.20547945,0.114276226,0.164650315,27.04762561,6,3.301369863,2,3.090900575,19.34659411,154.1639144,304.2465753,0.125493662,28.78719417,96.97104325,192.5342466,6.688190778,0.105794557
"Ea023AC020505","Ki11","ts","LT1b",50,716,0.182254203,1.5,38.10958904,0.210882387,0.350693401,31.89688196,15,9.534246575,10,6.726490614,91.20735598,281.8172265,1225.465753,0.323640102,19.97709444,493.4912702,861.890411,43.14393235,0.250179727,0.12508666,2,24.38356164,0.150397612,0.326784859,27.95034785,4,2.808219178,2,4.203665565,11.36385813,96.27265904,217.3424658,0.11803827,59.17506077,44.71798416,113.7945205,1.923014849,0.115168539
"Ea023AC020506","Ki11","ts","LT1b",50,801,0.239067239,1.444444444,33.91780822,0.298970753,0.173150296,28.68333311,13,11.45205479,9,8.575477696,108.1386752,262.1332333,1081.643836,0.412533252,11.35619807,645.3490461,859.260274,75.66443174,0.337641357,0.085243037,5,28.52054795,0.156836509,0.128035601,28.30966609,5,5.684931507,1,4.439989204,8.444173391,129.8798086,245.8767123,0.06501529,138.9604702,32.5394004,121.5068493,0.874398663,0.19932757
"Ea023AC020507","Ki11","ts","LT1b",50,963,0.15214267,1.5,34.76712329,0.387568181,0.157310873,25.92261082,24,12.24657534,16,10.04677912,124.2739726,317.1580034,1927.09589,0.391836155,33.08265055,646.5628591,1352.726027,40.88928803,0.352245863,0.094970947,2,17.34246575,0.230605414,0.311372037,19.46798558,4,6.068493151,2,4.489422877,6.499906174,79.1215988,171.1369863,0.082150845,107.2996006,24.64126869,82.5890411,0.769705019,0.349921011
"Ea023AC020508","Ki11","ts","LT1b",50,1119,0.22304327,1.75,34.71232877,0.266150817,0.177073607,29.79309317,14,10.05479452,8,7.929456097,99.3383374,269.0180146,1135.547945,0.369262771,11.73381874,580.8319091,828.9178082,70.64348159,0.289660616,0.10866291,1.666666667,18.50684932,0.224752318,0.21269004,19.81743671,5,4.369863014,3,4.454014843,9.156502158,90.92634641,206.0410959,0.100702409,80.07735534,36.55514019,107.0821918,1.33723437,0.236121392
"Ea023AD020509","Ki11","ts","LT1b",25,65,0.198715737,1.6,38.53424658,0.119219519,0.42204536,34.35240805,8,5.98630137,5,4.095477547,47.806155,177.2657159,628.1506849,0.269686413,15.78910638,264.3457482,423.4383562,26.81838642,0.15535016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea023AD020510","Ki11","ts","LT1b",25,190,0.142873736,1.5,34.34246575,0.190774746,0.529411765,32.92470664,12,7.575342466,8,6.28120255,53.86939388,203.7869206,912.8493151,0.264341763,37.67740616,256.2632223,570.9315068,15.15315318,0.220582369,0.093118344,1.5,11.46575342,0.228162144,0.216450217,12.19236314,3,1.739726027,2,2.781835714,3.048226684,30.60395947,79.90410959,0.099602363,127.9630447,11.25677523,38.47945205,0.300707537,0.151732378
"Ea023AD020511","Ki11","ts","LT1b",25,333,0.246807788,1.8,18.36986301,0.260144872,0.373367075,18.75549125,9,6.876712329,5,4.879144863,34.33026834,90.16935635,380.0136986,0.38073099,9.632159966,213.1522715,274.9041096,28.54023506,0.374347502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea023AD020512","Ki11","ts","LT1b",25,383,0.178539782,1.6,36.78082192,0.161150317,0.45587185,34.45549002,8,6.04109589,5,5.55251315,43.20585476,192.5652092,589.3150685,0.224369994,22.87467839,219.204044,390.8082192,17.08475252,0.16424581,0.091696572,1,17.02739726,0.114193844,0.535925613,19.98953081,1,0.753424658,1,2.282681353,2.009757928,26.64646275,53.26027397,0.075423066,141.5703798,7.170262232,24.89041096,0.175816516,0.044247788
"Ea023AD020513","Ki11","ts","LT1b",25,510,0.177753382,1.5,30.09589041,0.141487541,0.40394399,30.49274189,9,4.849315068,6,4.314343055,42.8057797,160.7978045,583.8767123,0.266208732,22.40788152,221.6579534,396.9315068,17.71392384,0.161128812,0.09489596,3,21.63013699,0.146388407,0.302223523,26.10686156,3,1.602739726,1,3.82174187,4.824732595,78.68155376,125.8630137,0.061319742,114.5901049,18.17742367,60.97260274,0.532093088,0.07409753
"Ea024AA020524","CML103","ts","LT1b",100,633,0.164705123,1.833333333,29,0.379795681,0.318234009,23.05376677,11,10.97260274,6,8.755721053,49.62131732,225.586414,760.8082192,0.219965894,25.81544024,252.2750553,487.5479452,18.88590474,0.378365612,0.16080609,1,14.84931507,0.361493451,0.603286385,18.8504069,1,0.780821918,1,6.814298636,4.005254269,62.00450366,60.26027397,0.064596183,45.16723841,14.17984432,28.06849315,0.621434786,0.052583026
"Ea024AA020525","CML103","ts","LT1b",100,741,0.22442631,1.428571429,33.84931507,0.214469443,0.361214893,31.60792073,10,9.479452055,7,6.778933139,73.2660912,259.4373241,817.1506849,0.282403819,13.54554656,408.1888185,578.9452055,42.74063086,0.280048563,0.119892354,2,21.30136986,0.1562864,0.375336151,22.88099879,2,1.095890411,1,3.57598893,4.934696941,59.21223494,97.16438356,0.083339143,74.54133223,18.47147291,49.04109589,0.657904741,0.051446945
"Ea024AA020526","CML103","ts","LT1b",100,865,0.232979253,1.4,39.21917808,0.266107477,0.324088402,31.81066401,14,9.493150685,10,8.465055547,119.0908238,321.237568,1224.150685,0.370725082,11.25819043,669.1808078,914.2739726,81.20967384,0.24205379,0.099730174,2.5,19.65753425,0.145632774,0.202551477,21.30269727,5,2.273972603,2,3.102370898,6.04409833,49.23409645,145.4931507,0.122762451,100.1844161,23.0605909,73.60273973,0.734672543,0.115679443
"Ea024AA020527","CML103","ts","LT1b",100,999,0.234697419,1.545454545,32.09589041,0.324001505,0.142758903,28.12416083,17,12.38356164,11,9.112270433,133.4113342,269.6140927,1347.575342,0.494823297,11.27313611,788.6030333,1069.547945,94.87581226,0.385830132,0.129250225,1.5,22.7260274,0.137337726,0.292573321,26.3635924,3,3.452054795,2,3.620715831,7.787389754,69.65265528,145.9315068,0.1118032,58.53986075,30.38155612,74.82191781,1.278136245,0.151898734
"Ea024AA020528","CML103","ts","LT1b",100,1136,0.217930868,1.75,40.75342466,0.174534054,0.207953837,42.7938532,14,11.24657534,8,7.468984692,102.0769375,365.0063802,1200.780822,0.279657954,12.37487319,563.476341,823.0136986,66.506839,0.275966387,0.104097085,4,22.97260274,0.158694144,0.16284191,17.57451347,8,2.876712329,2,2.788972367,11.2700319,57.52514543,266.739726,0.195914879,86.2162194,44.92863382,137.3835616,1.593476988,0.125223614
"Ea024AB020529","CML103","ts","LT1b",75,72,0.164714177,1.818181818,30.65753425,0.360983387,0.135080261,25.57656907,20,11.49315068,11,9.232716532,95.70519797,274.8019328,1384.287671,0.348269741,28.45108786,507.1509953,980.0684932,34.44748749,0.374888293,0.13477989,4,18.43835616,0.173935861,0.780291411,19.39862862,4,3.452054795,1,3.374117178,7.039407018,45.67085757,123.739726,0.154133454,51.99232453,26.93089544,63.60273973,1.223310177,0.187221397
"Ea024AB020530","CML103","ts","LT1b",75,157,0.269714566,1.833333333,29.91780822,0.313331765,0.216584397,25.03955667,11,10.54794521,6,7.845688486,79.32651529,208.6775192,767.6164384,0.380139248,7.011517005,512.009852,604.260274,86.18110368,0.352564103,0.102629149,2.333333333,18.35616438,0.180996495,0.417864642,15.87190615,7,3.438356164,3,2.872759376,9.631825859,53.41405517,229.3972603,0.180323809,89.4040551,38.76977834,120.2465753,1.344978986,0.187313433
